case_id,week,weight,state,dma,nielsen,countyc,adi,metro,region,division,ownhome,marital,employ,hhcomp,adults,kids1217,kids611,kids06,parent,age,age2,educ2,educ,income,race,partyrot,party,ideorot,ideo,regvote,sex,ident,l1,c1,usborn,relig,religopen,denom,denomopen,born,jewid,secular,jdenom,year,demh1,demh2,date,sexorient_1,sexorient_2,sexorient_3,sexorient_4,sexorient_5,fipscode,cbsacode,cbsatitle,density,q1,q2,q3rot,q3,q4,q5,q6,q7,q8a,q8b,q8c,formsplit,q9,q10,q11,q12,q13,q14_1,q14_2,q14_3,q14_4,q14_5,q14_6,partyln,allcat,gender,racecat,agecat,gencat,educat,educat2,whteduc2,whtedgen,inccat,regcat,partycat,partylean,ideocat,reltrad,catholic
70000183,842,0.8328,VA,511,A,59, ,3,3,5,2,3,1,2,2, , , ,2,51, ,8,5,7,1,2,2,1,5,1,2,2, ,1, ,90,, ,, ,2,2, ,18,1,2,181017,1,0,0,0,0,51059,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5,1,1,1,2, ,4,2,2,1,4,2,1,1,1,3,1,1,1,0,0,0,0,0, ,1,2,1,3,2,3,2,2,4,3,3,3,3,3,6,0
70000184,842,0.6333,NJ,501,A,29, ,4,1,2,1,3,2,2,2, , , ,2,69, ,8,5,5,1,2,2,1,5,1,2,2, ,1, ,90,, ,, ,2,2, ,18, , ,181017,1,0,0,0,0,34029,35620,"New York-Newark-Jersey City, NY-NJ-PA",3,1,1,1,2, ,4,2,2,1,4,1,1,1,1,3,1,1,0,0,0,1,0,0, ,1,2,1,4,3,3,2,2,4,2,1,3,3,3,6,0
70000185,842,0.7482,CA,501,A,61, , ,4,9,2,2,1,2,2, , , ,2,45, ,2,1,1,3,2,3,1,2,1,1,2, ,1,3,2,, ,, , , , ,18,2, ,181017,1,0,0,0,0,36061,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,3,1,1,2, ,3,1,4,3,2,4,1,1,2,2,2,3,0,0,0,0,1,0,2,1,1,3,2,2,1,1,0,0,1,4,2,3,1,4,2
70000186,842,2.5256,NY,501,A,103, ,4,1,2,1,3,1,3,3, , , ,2,59, ,3,2,7,1,2,3,1,4,1,2,2, ,2, ,95,, ,, ,2, , ,18,1,1,181017,1,0,0,0,0,36103,35620,"New York-Newark-Jersey City, NY-NJ-PA",4,1,9,1,2, ,4,2,4,1,4,1,1,1,2,3,1,2,1,0,0,0,0,0,2,1,2,1,3,3,1,1,1,2,3,1,2,3,3,6,0
70000187,842,2.5426,MD,539,A,57, ,2,3,5,1,3,1,4,2,1,0,1,1,27, ,8,5,14,2,2,2,2,3,1,2,2, ,2, ,7,, ,, , , ,5,18,1,2,181017,1,0,0,0,0,12057,45300,"Tampa-St. Petersburg-Clearwater, FL",4,5,4,2,2, ,4,2,1,1,4,1,1,1,1,3,1,3,1,0,0,1,0,0, ,1,2,2,1,1,3,2,0,0,4,3,3,3,2,7,0
70000188,842,0.89,MA,543,B,15, , ,1,1,1,3,4,9,9, , , ,2,43, ,6,4,1,5,2,1,2,1,1,1,2, ,2,2,2,, ,, , , , ,18,1,4,181017,0,0,1,0,0,25015,44140,"Springfield, MA",2,1,1,2,1, ,1,3,4,1,4,1,1,1,4,3,2,2,0,0,0,0,1,0, ,1,1,3,2,2,3,2,0,0,1,1,1,1,1,4,2
70000189,842,0.3239,VA,511,A,107, ,3,3,5,1,6,1,2,2, , , ,2,65, ,6,4,2,1,2,1,2,2,1,1,2, ,1, ,2,, ,, , , , ,18, , ,181017,1,0,0,0,0,51107,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",3,1,2,2,2, ,2,2,4,1,3,1,1,1,1,3,2,2,0,1,0,0,0,0, ,1,1,1,4,3,3,2,2,3,1,3,1,1,1,4,1
70000191,842,1.9848,IN,527,D,65, ,5,2,3,1,1,1,1,1, , , ,2,21, ,3,2,4,1,2,3,2,2,1,1,2, ,2, ,90,, ,, ,2,3, ,18,1,5,181017,1,0,0,0,0,18065, ,,2,5,3,1,9,9,3,3,4,2,4,2,1,2,4,3,2,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,2,2,2,1,1,6,0
70000192,842,2.7875,GA,525,D,277, ,5,3,5,2,3,4,4,3,1,0,0,1,41, ,5,3,3,2,2,3,2,1,2,2,2, ,2, ,22,, ,,1, , , ,18,1,3,181017,1,0,0,0,0,13277, ,,2,3,3,2,2, ,4,2,2,4,1,4,1,1,4,3,2,1,1,1,0,0,0,0,2,1,2,2,2,2,2,1,0,0,1,3,2,3,1,3,0
70000193,842,1.7032,NY,544,B,740, , ,1,2,1,3,1,5,5, , , ,2,30, ,3,2,12,10,2,2,2,3,1,1,2, ,1, ,98,, ,, ,8, , ,18,1,2,181017,1,0,0,0,0,51740,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",5,2,1,2,1, ,1,1,9,3,1,1,1,1,2,3,9,3,1,0,0,1,0,0, ,1,1,4,2,1,1,1,0,0,4,1,3,3,2,9,0
70000194,842,0.8667,VA,511,A,59, ,3,3,5,2,3,1,2,2, , , ,2,58, ,6,4,13,1,2,3,2,3,1,1,2, ,2, ,2,, ,, , , , ,18,1,0,181017,1,0,0,0,0,51059,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",5,1,1,2,1, ,1,1,2,1,3,2,1,2,9,3,2,2,0,1,0,0,0,0,1,1,1,1,3,3,3,2,2,3,4,3,2,1,2,4,1
70000195,842,0.6307,PA,504,A,101, ,1,1,2,2,1,1,1,1, , , ,2,30, ,8,5,12,3,2,3,2,3,1,1,2, ,2,1,10,, ,, , , , ,18,1,1,181017,1,0,0,0,0,42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5,3,4,2,1, ,2,3,2,2,2,2,1,9,3,3,9,2,0,0,0,0,1,0,1,1,1,3,2,1,3,2,0,0,4,1,2,1,2,5,0
70000196,842,1.0936,FL,528,A,86, ,1,3,5,2,3,1,4,4, , , ,2,57, ,4,3,2,3,2,1,1,2,2,1,4, ,2,3,5,, ,, , , , ,18,2, ,181017,1,0,0,0,0,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",4,5,4,2,1, ,3,3,4,1,1,3,1,1,3,2,2,3,0,0,0,0,1,0, ,1,1,3,3,3,2,1,0,0,1,3,1,1,1,3,0
70000198,842,1.255,NY,501,A,47, ,1,1,2,1,3,1,4,2,0,1,1,2,57, ,3,2,13,2,2,1,2,2,1,1,2, ,1, ,15,, ,,2, , , ,18,1,3,181017,1,0,0,0,0,36047,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,1,2,2,1, ,1,1,1,4,2,4,1,2,3,3,2,2,0,1,0,0,0,0, ,1,1,2,3,3,1,1,0,0,4,1,1,1,1,3,0
70000199,842,0.9798,GA,522,C,215, ,1,3,5,2,9,1,9,9, , , ,2,36, ,8,5,8,99,1,2,2,4,2,1,2, ,1, ,99,, ,, , , , ,18,1,1,181017,0,0,0,0,1,13215,17980,"Columbus, GA-AL",3,2,3,1,2, ,4,3,3,4,4,2,2,1,2,3,1,2,0,0,0,0,1,0, ,1,1,9,2,1,3,2,3,9,4,3,3,3,3,9,0
70000201,842,1.1978,PA,504,B,11, ,1,1,2,1,6,2,3,3, , , ,2,42, ,8,5,2,1,1,2,1,3,1,2,2, ,2, ,22,, ,,1, , , ,18,2, ,181017,1,0,0,0,0,42011,39740,"Reading, PA",3,3,4,2,2, ,4,2,1,2,4,1,2,1,2,3,2,1,0,1,0,0,0,0, ,1,2,1,2,2,3,2,2,4,1,1,3,3,2,1,0
70000202,842,0.8739,CA,512,A,510, , ,4,9,2,2,1,2,2, , , ,2,45, ,2,1,3,1,1,3,2,4,1,1,2, ,1, ,2,, ,, , , , ,18,1,1,181017,1,0,0,0,0,24510,12580,"Baltimore-Columbia-Towson, MD",5,3,2,2,2, ,2,2,1,2,2,2,2,2,2,3,2,3,0,0,0,0,1,0,2,1,1,1,2,2,1,1,1,1,1,4,2,3,3,4,1
70000203,842,1.7668,PA,508,B,129, ,3,1,2,2,5,2,3,3, , , ,2,45, ,4,3,99,1,1,1,1,2,1,2,2, ,2, ,22,, ,,8, , , ,18,1,2,181017,1,0,0,0,0,42129,38300,"Pittsburgh, PA",2,1,1,2,1, ,1,3,1,9,4,9,2,1,4,2,2,1,0,0,0,0,1,0, ,1,2,1,2,2,2,1,1,2,9,1,1,1,1,2,0
70000204,842,1.4301,PA,504,A,101, ,1,1,2,2,2,6,5,1,0,2,2,1,38, ,4,3,3,5,1,2,2,3,1,2,2, ,2,1,2,, ,, , , , ,18,1,3,181017,1,0,0,0,0,42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5,1,1,1,2, ,2,3,4,1,2,1,2,1,4,3,2,2,1,1,0,0,0,0, ,1,2,3,2,2,2,1,0,0,1,1,3,3,2,4,2
70000206,842,1.2328,MI,505,A,115, ,3,2,3,1,3,3,3,3, , , ,2,66, ,3,2,6,1,1,1,1,2,1,1,2, ,2, ,90,, ,, ,2,1, ,18, , ,181017,1,0,0,0,0,26115,33780,"Monroe, MI",2,1,2,2,1, ,2,3,9,2,3,2,2,1,2,3,9,2,0,0,0,0,1,0, ,1,1,1,4,3,1,1,1,1,3,2,1,1,1,6,0
70000207,842,0.9033,WV,508,C,61, ,5,3,5,2,2,1,2,2, , , ,2,49, ,3,2,3,1,1,1,1,2,2,1,2, ,1, ,90,, ,, ,2,2, ,18,2, ,181017,1,0,0,0,0,54061,34060,"Morgantown, WV",2,1,1,1,9,1,3,3,4,3,4,2,2,1,2,3,2,2,1,1,0,0,0,0, ,1,1,1,2,2,1,1,1,1,1,3,1,1,1,6,0
70000210,842,0.3455,VA,544,B,700, ,1,3,5,1,6,2,1,1, , , ,2,76, ,6,4,7,1,1,2,1,5,1,2,2, ,1, ,15,, ,,2, , , ,18, , ,181017,1,0,0,0,0,51700,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",5,1,1,1,2, ,4,2,2,1,4,4,1,1,4,3,1,1,1,1,0,1,0,0, ,1,2,1,4,4,3,2,2,4,3,3,3,3,3,2,0
70000211,842,0.6762,SC,546,B,63, ,3,3,5,1,3,3,2,2, , , ,2,89, ,5,3,99,1,1,1,2,1,1,1,2, ,1, ,14,, ,,1, , , ,18, , ,181017,1,0,0,0,0,45063,17900,"Columbia, SC",3,1,2,1,1, ,1,1,4,4,1,4,2,9,4,3,2,1,0,0,0,0,1,0, ,1,1,1,4,4,2,1,1,1,9,3,1,1,1,1,0
70000212,842,0.9995,GA,524,A,113, ,3,3,5,1,3,3,4,4, , , ,2,72, ,8,5,8,1,1,1,1,1,1,2,2, ,2, ,22,, ,,1, , , ,18, , ,181017,1,0,0,0,0,13113,12060,"Atlanta-Sandy Springs-Roswell, GA",3,1,2,1,1, ,1,1,1,3,2,9,2,2,3,2,2,1,1,0,0,0,0,0, ,1,2,1,4,3,3,2,2,4,4,3,1,1,1,1,0
70000213,842,0.3393,SC,567,B,7, ,2,3,5,1,6,1,1,1, , , ,2,70, ,5,3,12,1,1,1,2,1,1,1,2, ,1, ,15,, ,,1, , , ,18, , ,181017,1,0,0,0,0,45007,24860,"Greenville-Anderson-Mauldin, SC",2,1,1,1,1, ,1,1,3,9,1,2,1,2,2,3,2,1,0,0,0,0,1,0, ,1,1,1,4,3,2,1,1,1,4,3,1,1,1,1,0
70000214,842,1.7798,FL,528,A,86, ,2,3,5,2,3,1,8,5,2,1,0,1,46, ,3,2,2,3,1,3,1,3,2,1,4, ,2,3,5,, ,, , , , ,18,1,2,181017,1,0,0,0,0,12086,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",4,3,3,2,2, ,2,3,4,2,4,4,1,1,4,3,2,1,0,1,0,0,0,0,9,1,1,3,2,2,1,1,0,0,1,3,2,2,2,3,0
70000215,842,0.7284,NY,501,A,85, ,1,1,2,2,2,1,1,1, , , ,2,21, ,3,2,6,3,1,3,2,3,1,1,2, ,1,1,1,, ,,2, , , ,18,2, ,181017,0,0,1,0,0,36085,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,1,2,1,1, ,4,3,4,1,4,1,1,1,1,3,1,1,1,0,0,0,0,0,1,1,1,3,1,0,1,1,0,0,3,1,2,1,2,3,0
70000216,842,2.0642,GA,524,A,67, ,3,3,5,2,3,1,4,4, , , ,2,49, ,3,2,5,3,2,1,2,3,2,2,4, ,1,3,2,, ,, , , , ,18,2, ,181017,1,0,0,0,0,13067,12060,"Atlanta-Sandy Springs-Roswell, GA",5,5,5,1,1, ,3,1,4,2,2,2,1,1,2,3,2,2,0,0,0,0,1,0, ,1,2,3,2,2,1,1,0,0,2,3,1,1,2,4,2
70000217,842,0.9722,MI,505,A,163, ,2,2,3,2,4,7,1,1, , , ,2,67, ,2,1,1,1,1,2,2,3,2,1,2, ,2, ,15,, ,,2, , , ,18, , ,181017,1,0,0,0,0,26163,19820,"Detroit-Warren-Dearborn, MI",5,5,3,2,2, ,4,3,3,3,3,2,2,1,4,3,2,3,1,0,0,0,0,0, ,1,1,1,4,3,1,1,1,1,1,2,3,3,2,2,0
70000219,842,1.5419,MD,512,A,3, ,3,3,5,1,3,1,5,2,2,1,0,1,47, ,8,5,12,1,2,2,1,5,1,2,2, ,2, ,96,, ,, ,2, , ,18,1,1,181017,1,0,0,0,0,24003,12580,"Baltimore-Columbia-Towson, MD",4,1,2,1,2, ,4,2,2,1,4,1,1,1,1,3,1,1,1,1,1,1,0,0, ,1,2,1,2,2,3,2,2,4,4,3,3,3,3,6,0
70000220,842,0.8563,PA,508,B,51, ,3,1,2,9,9,2,9,9, , , ,2,99,3,99,9,99,99,2,3,2,1,1,1,2, ,1, ,99,, ,, , , , ,18,1,9,181017,0,0,0,0,1,42051,38300,"Pittsburgh, PA",2,1,1,1,1, ,1,1,4,1,1,4,1,2,4,3,2,1,0,0,0,0,1,0,1,1,1,9,3,99,9,9,3,9,9,1,2,1,1,9,0
70000221,842,0.357,NY,501,A,61, ,1,1,2,1,6,3,1,1, , , ,2,74, ,6,4,7,1,2,2,1,4,1,2,2, ,1, ,7,, ,, , , ,2,18, , ,181017,1,0,0,0,0,36061,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,1,2,2,2, ,4,2,2,1,3,2,1,1,1,3,1,2,0,1,0,0,0,0, ,1,2,1,4,4,3,2,2,4,3,1,3,3,3,7,0
70000223,842,0.7582,FL,505,A,99, , ,3,5,2,2,4,2,2, , , ,2,53, ,2,1,1,3,2,2,1,1,2,2,2, ,1,1,5,, ,, , , , ,18,1,4,181017,1,0,0,0,0,26099,19820,"Detroit-Warren-Dearborn, MI",4,1,1,2,2, ,1,2,1,2,1,1,1,1,2,3,1,2,1,0,0,0,0,0, ,1,2,3,3,2,1,1,0,0,1,3,3,3,1,3,0
70000225,842,1.2143,NY,501,A,61, ,1,1,2,2,1,1,1,1, , , ,2,29, ,6,4,13,1,2,2,1,5,1,1,2, ,2, ,7,, ,, , , ,1,18,1,2,181017,1,0,0,0,0,36061,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,1,2,1,2, ,4,2,2,1,4,2,2,1,2,3,1,1,1,1,0,0,0,0, ,1,1,1,1,1,3,2,2,3,4,1,3,3,3,7,0
70000226,842,1.0385,OH,535,B,89, ,3,2,3,2,1,1,1,1, , , ,2,28, ,8,5,6,1,2,2,1,4,1,1,2, ,2, ,90,, ,, ,2,2, ,18,1,1,181017,0,0,1,0,0,39089,18140,"Columbus, OH",2,1,2,2,2, ,4,2,2,1,3,1,2,1,1,3,1,2,1,0,0,0,0,0, ,1,1,1,1,1,3,2,2,3,3,2,3,3,3,6,0
70000229,842,1.4222,CT,574,D,47, , ,1,1,2,3,1,4,2,2,0,0,1,32, ,3,2,1,5,2,3,2,1,2,1,4, ,2,3,2,, ,, , , , ,18,2, ,181017,1,0,0,0,0,42047, ,,1,5,3,2,2, ,3,3,4,2,3,1,2,1,4,2,2,3,0,0,0,0,1,0,2,1,1,3,2,1,1,1,0,0,1,1,2,3,1,4,2
70000234,842,1.7113,PA,504,A,101, ,1,1,2,2,1,2,2,2, , , ,2,23, ,6,4,1,1,2,2,2,4,1,2,2, ,2, ,90,, ,, ,2,2, ,18,1,4,181017,0,0,1,0,0,42101,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",5,1,1,2,2, ,4,2,2,1,4,1,2,1,1,3,1,1,0,0,0,0,1,0, ,1,2,1,1,1,3,2,2,4,1,1,3,3,3,6,0
70000235,842,1.1348,RI,521,B,7, ,2,1,1,2,1,2,5,5, , , ,2,23, ,6,4,9,2,2,2,1,3,1,1,2, ,1, ,2,, ,, , , , ,18,1,5,181017,1,0,0,0,0,44007,39300,"Providence-Warwick, RI-MA",4,3,3,2,9,2,9,3,2,2,3,2,2,1,3,3,2,3,0,0,0,0,1,0, ,1,1,2,1,1,3,2,0,0,9,1,3,3,2,4,3
70000236,842,1.6919,NJ,501,A,23, , ,1,2,1,3,2,5,2,0,1,2,1,37, ,7,5,15,1,2,2,1,5,1,2,2, ,2, ,7,, ,, , , ,2,18,1,1,181017,1,0,0,0,0,34023,35620,"New York-Newark-Jersey City, NY-NJ-PA",5,1,2,1,2, ,4,2,2,1,4,1,2,1,1,3,1,1,1,0,0,0,0,0, ,1,2,1,2,1,3,2,2,4,4,1,3,3,3,7,0
70000238,842,3.082,NJ,504,A,21, ,1,1,2,2,1,2,3,3, , , ,2,23, ,5,3,6,2,2,2,2,2,2,2,2, ,2, ,22,, ,,1, , , ,18,1,1,181017,1,0,0,0,0,34021,45940,"Trenton, NJ",4,3,4,2,2, ,4,2,4,2,3,4,1,1,4,3,2,2,1,0,0,0,0,0, ,1,2,2,1,1,2,1,0,0,3,1,3,3,1,3,0
70000241,842,2.2811,TX,625,C,27, ,2,3,7,9,9,9,2,2, , , ,2,47, ,4,3,99,1,2,3,1,3,9,2,2, ,2, ,90,, ,, ,2,2, ,18,1,1,181017,1,0,0,0,0,48027,28660,"Killeen-Temple, TX",2,2,3,2,9,9,2,3,2,2,1,3,2,1,3,3,2,2,0,0,0,1,0,0,9,1,2,1,2,2,2,1,1,2,9,3,2,2,2,6,0
70000242,842,1.1694,MN,613,A,3, ,3,2,4,1,3,1,2,2, , , ,2,52, ,98,9,13,7,1,1,2,2,1,1,2, ,2, ,90,, ,, ,2,1, ,18,1,2,181017,1,0,0,0,0,27003,33460,"Minneapolis-St. Paul-Bloomington, MN-WI",3,1,9,1,9,1,1,1,3,1,4,1,1,1,1,3,2,2,0,0,0,0,1,0, ,1,1,4,3,2,9,9,0,0,4,2,1,1,1,6,0
70000243,842,2.6314,DE,501,A,71, , ,3,5,2,1,5,5,5, , , ,2,19, ,1,1,1,10,2,3,1,4,1,2,2, ,2, ,96,, ,, ,2, , ,18,1,0,181017,1,0,0,0,0,36071,35620,"New York-Newark-Jersey City, NY-NJ-PA",3,3,4,1,2, ,4,2,2,1,3,1,2,1,1,1,1,2,0,0,0,0,1,0,2,1,2,4,1,0,1,1,0,0,1,3,2,3,3,6,0
70000244,842,1.0564,MO,616,B,95, , ,2,4,1,3,1,3,2,1,0,0,1,38, ,6,4,99,1,1,1,1,1,1,1,2, ,2, ,96,, ,, ,2, , ,18,1,1,181017,1,0,0,0,0,29095,28140,"Kansas City, MO-KS",4,1,1,1,1, ,1,1,1,2,1,3,1,1,3,3,2,2,0,0,0,0,1,0, ,1,1,1,2,2,3,2,2,3,9,2,1,1,1,6,0
70000245,842,2.1232,AL,630,B,73, ,2,3,6,1,1,1,4,3,0,0,1,1,26, ,4,3,15,2,1,2,1,3,1,2,2, ,1, ,22,, ,,2, , , ,18,1,1,181017,0,0,1,0,0,01073,13820,"Birmingham-Hoover, AL",3,1,1,2,2, ,4,1,9,1,2,1,1,1,2,3,2,2,1,0,0,0,0,0, ,1,2,2,1,1,2,1,0,0,4,3,3,3,2,3,0
70000248,842,1.0084,AR,687,C,15, , ,3,7,2,2,1,4,4, , , ,2,37, ,5,3,6,1,1,2,1,3,1,1,2, ,2, ,1,, ,,2, , , ,18,2, ,181017,1,0,0,0,0,38015,13900,"Bismarck, ND",1,2,2,1,1, ,4,2,1,2,3,3,1,1,2,3,2,2,0,0,0,0,1,0, ,1,1,1,2,1,2,1,1,1,3,3,3,3,2,2,0
70000249,842,2.1617,LA,716,B,33, , ,3,7,2,1,5,2,2, , , ,2,22, ,3,2,1,1,1,1,2,1,2,1,2, ,2, ,8,, ,,2, , , ,18,1,5,181017,1,0,0,0,0,22033,12940,"Baton Rouge, LA",4,3,3,2,1, ,1,3,3,4,1,2,1,1,3,3,2,1,0,0,0,0,1,0, ,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,0
70000250,842,0.5005,TX,623,A,85, ,3,3,7,1,3,1,2,2, , , ,2,54, ,8,5,12,1,1,1,2,3,1,1,2, ,1, ,22,, ,,2, , , ,18,1,2,181017,1,0,0,0,0,48085,19100,"Dallas-Fort Worth-Arlington, TX",4,4,3,1,1, ,9,3,4,2,4,2,1,1,1,3,1,2,1,1,0,0,0,0, ,1,1,1,3,3,3,2,2,3,4,3,1,1,2,2,0
70000251,842,1.5552,WI,617,B,101, , ,2,3,1,3,3,2,2, , , ,2,64, ,8,5,7,1,1,1,1,1,1,2,2, ,2, ,15,, ,,1, , , ,18,1,3,181017,1,0,0,0,0,55101,39540,"Racine, WI",3,1,2,2,1, ,1,1,1,2,2,2,1,1,4,3,2,2,0,1,0,0,0,0, ,1,2,1,3,3,3,2,2,4,3,2,1,1,1,1,0
70000252,842,0.6416,MN,705,C,73, , ,2,4,1,5,2,7,5,2,0,0,2,58, ,2,1,1,8,1,3,1,5,1,1,2, ,1, ,7,, ,, , , ,5,18,1,1,181017,0,0,1,0,0,55073,48140,"Wausau, WI",1,3,3,2,9,9,3,3,4,3,2,2,1,2,3,3,1,2,0,0,0,0,1,0,2,1,1,4,3,3,1,1,0,0,1,2,2,3,3,7,0
70000254,842,0.7412,TX,618,A,201, ,1,3,7,2,2,1,5,4,0,0,1,2,44, ,6,4,4,3,1,3,1,2,2,1,4, ,2,3,2,, ,, , , , ,18,2, ,181017,1,0,0,0,0,48201,26420,"Houston-The Woodlands-Sugar Land, TX",5,3,3,2,2, ,2,3,4,4,3,2,1,2,4,3,2,2,0,0,0,0,1,0,2,1,1,3,2,2,3,2,0,0,2,3,2,3,1,4,2
70000255,842,1.7095,MS,673,D,161, ,5,3,6,1,2,7,4,2,2,0,0,1,20, ,4,3,1,2,1,2,1,3,1,1,2, ,2, ,22,, ,,2, , , ,18,1,1,181017,1,0,0,0,0,28161, ,,1,2,2,1,2, ,9,3,1,9,3,4,1,1,2,2,1,3,0,0,0,0,1,0, ,1,1,2,1,0,2,1,0,0,1,3,3,3,2,3,0
70000256,842,2.6782,MA,506,A,25, ,1,1,1,2,1,5,4,4, , , ,2,22, ,4,3,98,1,1,2,1,5,2,2,2, ,2, ,2,, ,, , , , ,18,1,5,181017,1,0,0,0,0,25025,14460,"Boston-Cambridge-Newton, MA-NH",5,1,2,1,2, ,4,2,2,1,3,1,2,1,1,3,1,2,0,0,0,0,1,0, ,1,2,1,1,1,2,1,1,2,9,1,3,3,3,4,1
70000257,842,2.7087,TX,635,B,491, ,3,3,7,2,3,1,7,5,1,1,0,2,27, ,2,1,5,1,1,1,1,3,2,1,2, ,2, ,22,, ,,1, , , ,18,2, ,181017,1,0,0,0,0,48491,12420,"Austin-Round Rock, TX",3,2,2,1,1, ,2,3,4,1,3,1,2,1,2,3,1,3,0,0,0,0,1,0, ,1,1,1,1,1,1,1,1,1,2,3,1,1,2,1,0
70000258,842,0.25,ID,757,B,1, ,2,4,8,1,5,3,1,1, , , ,2,74, ,6,4,5,1,2,2,1,5,1,1,2, ,1, ,90,, ,, ,2,2, ,18, , ,181017,1,0,0,0,0,16001,14260,"Boise City, ID",3,1,2,2,2, ,4,2,2,1,4,1,2,1,1,3,1,2,1,1,0,1,0,0, ,1,1,1,4,4,3,2,2,3,2,4,3,3,3,6,0
70000260,842,1.7663,TX,765,B,141, ,1,3,7,1,3,2,3,3, , , ,2,55, ,3,2,5,3,2,2,1,3,2,2,4, ,2,1,2,, ,, , , , ,18,2, ,181017,1,0,0,0,0,48141,21340,"El Paso, TX",3,5,2,1,2, ,3,3,4,1,3,2,2,1,2,3,2,2,0,0,0,0,1,0, ,1,2,3,3,3,1,1,0,0,2,3,3,3,2,4,2
70000261,842,0.3827,AZ,789,B,19, ,1,4,8,2,6,6,3,3, , , ,2,73, ,6,4,4,1,2,1,2,1,1,1,2, ,2, ,24,, ,,2, , , ,18, , ,181017,1,0,0,0,0,04019,46060,"Tucson, AZ",1,1,1,2,1, ,1,1,3,1,4,1,2,1,2,3,9,2,1,0,0,0,0,0, ,1,1,1,4,4,3,2,2,3,2,4,1,1,1,2,0
70000262,842,1.0367,AZ,753,A,13, ,2,4,8,1,3,1,4,2,2,0,0,1,62, ,3,2,4,5,2,1,2,2,1,1,2, ,2,1,22,, ,,2, , , ,18,1,1,181017,1,0,0,0,0,04013,38060,"Phoenix-Mesa-Scottsdale, AZ",3,1,5,2,1, ,2,3,4,1,2,2,2,1,2,3,1,2,0,1,0,0,0,0, ,1,1,3,3,3,1,1,0,0,2,4,1,1,1,3,0
70000263,842,2.3596,AZ,753,C,25, , ,4,8,2,1,6,2,2, , , ,2,20, ,3,2,1,1,2,3,1,2,1,2,2, ,2, ,97,all of it, ,, , , , ,18,2, ,181017,1,0,0,0,0,04025,39140,"Prescott, AZ",1,5,5,1,9,9,9,3,4,1,9,1,2,1,2,3,1,9,0,0,0,0,1,0,1,1,2,1,1,0,1,1,1,2,1,4,2,1,1,7,0
70000264,842,0.5377,MT,756,C,111, , ,4,8,2,5,3,1,1, , , ,2,28, ,98,9,1,1,2,3,2,1,2,2,2, ,1, ,90,, ,, ,2,1, ,18,1,3,181017,1,0,0,0,0,30111,13740,"Billings, MT",1,5,3,2,2, ,3,1,4,2,4,3,2,2,2,3,2,3,0,0,0,0,1,0,2,1,2,1,1,1,9,9,9,8,1,4,2,3,1,6,0
70000265,842,0.844,NM,790,C,49, ,1,4,8,1,3,1,2,2, , , ,2,46, ,4,3,14,5,2,3,2,4,1,2,2, ,1,1,90,, ,, ,2,3, ,18,1,1,181017,1,0,0,0,0,35049,42140,"Santa Fe, NM",1,1,1,2,2, ,4,2,2,1,4,1,2,1,2,3,1,1,1,1,0,0,0,0,2,1,2,3,2,2,2,1,0,0,4,4,2,3,3,6,0
70000267,842,1.2055,UT,770,B,35, , ,4,8,1,6,1,9,9, , , ,2,45, ,2,1,4,99,2,9,1,9,1,1,2, ,1, ,90,, ,, ,2,2, ,18,1,2,181017,0,0,0,0,1,49035,41620,"Salt Lake City, UT",4,1,1,2,2, ,4,2,9,2,4,1,2,2,2,3,1,2,0,0,0,1,0,0,2,1,1,9,2,2,1,1,3,9,2,4,9,3,9,6,0
70000269,842,0.6844,OR,820,B,67, ,3,4,9,1,3,1,4,2,2,0,0,1,42, ,6,4,1,3,2,2,2,4,1,2,2, ,1,1,2,, ,, , , , ,18,1,1,181017,1,0,0,0,0,41067,38900,"Portland-Vancouver-Hillsboro, OR-WA",3,1,1,1,2, ,1,2,4,1,1,1,1,1,2,3,2,1,1,0,0,0,0,0, ,1,2,3,2,2,3,2,0,0,1,4,3,3,3,4,2
70000270,842,0.6743,MA,506,A,17, ,3,1,1,1,3,1,2,2, , , ,2,40, ,8,5,12,1,2,3,2,3,1,1,2, ,1, ,96,, ,, ,2, , ,18,1,1,181017,1,0,0,0,0,25017,14460,"Boston-Cambridge-Newton, MA-NH",4,1,1,2,2, ,4,2,2,1,4,1,1,1,2,1,1,2,1,0,0,0,0,0,2,1,1,1,2,2,3,2,2,3,4,1,2,3,2,6,0
